Pollster Name,Methodology,State,sample_size,Type of Voter,Candidate Favored,Percentage
TIPP Insights,Online Panel,NA,1386,rv,Robert F. Kennedy,4
TIPP Insights,Online Panel,NA,1386,rv,Jill Stein,1
TIPP Insights,Online Panel,NA,1386,rv,Cornel West,0
Morning Consult,Online Panel,NA,4000,rv,Kamala Harris,48
Morning Consult,Online Panel,NA,4000,rv,Donald Trump,45
Morning Consult,Online Panel,NA,11214,lv,Kamala Harris,49
Morning Consult,Online Panel,NA,11214,lv,Donald Trump,46
Gonzales Research & Marketing Strategies,Live Phone,Maryland,820,rv,Kamala Harris,56
Gonzales Research & Marketing Strategies,Live Phone,Maryland,820,rv,Donald Trump,35
Redfield & Wilton Strategies,Online Panel,NA,2078,lv,Kamala Harris,44
Redfield & Wilton Strategies,Online Panel,NA,2078,lv,Donald Trump,42
Redfield & Wilton Strategies,Online Panel,NA,2078,lv,Chase Oliver,1
Redfield & Wilton Strategies,Online Panel,NA,2078,lv,Jill Stein,1
Wick,IVR/Text-to-Web,Pennsylvania,1607,lv,Kamala Harris,47
Wick,IVR/Text-to-Web,Pennsylvania,1607,lv,Donald Trump,48
Wick,IVR/Text-to-Web,Pennsylvania,1607,lv,Chase Oliver,1
Wick,IVR/Text-to-Web,Pennsylvania,1607,lv,Jill Stein,1
Wick,IVR/Text-to-Web,Pennsylvania,1607,lv,Kamala Harris,49
Wick,IVR/Text-to-Web,Pennsylvania,1607,lv,Donald Trump,49
SurveyUSA,Online Panel,Minnesota,635,lv,Kamala Harris,48
SurveyUSA,Online Panel,Minnesota,635,lv,Donald Trump,43
Morning Consult,Online Panel,NA,4000,rv,Kamala Harris,48
Morning Consult,Online Panel,NA,4000,rv,Donald Trump,45
Morning Consult,Online Panel,NA,10875,lv,Kamala Harris,49
Morning Consult,Online Panel,NA,10875,lv,Donald Trump,46
Global Strategy Group,Live Phone/Text-to-Web,Nebraska,600,lv,Kamala Harris,37
Global Strategy Group,Live Phone/Text-to-Web,Nebraska,600,lv,Donald Trump,54
Outward Intelligence,Online Panel,NA,2191,lv,Kamala Harris,52.6
Outward Intelligence,Online Panel,NA,2191,lv,Donald Trump,47.4
Outward Intelligence,Online Panel,NA,2191,lv,Kamala Harris,49.5
Outward Intelligence,Online Panel,NA,2191,lv,Donald Trump,44.3
Outward Intelligence,Online Panel,NA,2191,lv,Robert F. Kennedy,4.1
Outward Intelligence,Online Panel,NA,2191,lv,Jill Stein,1.2
Outward Intelligence,Online Panel,NA,2191,lv,Cornel West,0.6
Outward Intelligence,Online Panel,NA,2191,lv,Chase Oliver,0.3
Fabrizio Ward/David Binder Research,Live Phone/Text-to-Web,Montana,600,lv,Kamala Harris,41
Fabrizio Ward/David Binder Research,Live Phone/Text-to-Web,Montana,600,lv,Donald Trump,56
Lake Research Partners,Live Phone,Texas,800,rv,Kamala Harris,43
Lake Research Partners,Live Phone,Texas,800,rv,Donald Trump,51
Lake Research Partners,Live Phone,Texas,800,rv,Jill Stein,2
Lake Research Partners,Live Phone,Texas,800,rv,Chase Oliver,2
CNN/SSRS,Probability Panel,Arizona,682,lv,Kamala Harris,44
CNN/SSRS,Probability Panel,Arizona,682,lv,Donald Trump,49
CNN/SSRS,Probability Panel,Arizona,682,lv,Jill Stein,2
CNN/SSRS,Probability Panel,Arizona,682,lv,Chase Oliver,1
CNN/SSRS,Probability Panel,Georgia,617,lv,Kamala Harris,48
CNN/SSRS,Probability Panel,Georgia,617,lv,Donald Trump,47
CNN/SSRS,Probability Panel,Georgia,617,lv,Cornel West,1
CNN/SSRS,Probability Panel,Georgia,617,lv,Jill Stein,1
CNN/SSRS,Probability Panel,Georgia,617,lv,Chase Oliver,1
CNN/SSRS,Probability Panel,Michigan,708,lv,Kamala Harris,48
CNN/SSRS,Probability Panel,Michigan,708,lv,Donald Trump,43
CNN/SSRS,Probability Panel,Michigan,708,lv,Robert F. Kennedy,4
CNN/SSRS,Probability Panel,Michigan,708,lv,Jill Stein,0
CNN/SSRS,Probability Panel,Michigan,708,lv,Chase Oliver,1
CNN/SSRS,Probability Panel,Nevada,626,lv,Kamala Harris,48
CNN/SSRS,Probability Panel,Nevada,626,lv,Donald Trump,47
CNN/SSRS,Probability Panel,Nevada,626,lv,Jill Stein,1
CNN/SSRS,Probability Panel,Nevada,626,lv,Chase Oliver,1
CNN/SSRS,Probability Panel,Pennsylvania,789,lv,Kamala Harris,47
CNN/SSRS,Probability Panel,Pennsylvania,789,lv,Donald Trump,47
CNN/SSRS,Probability Panel,Pennsylvania,789,lv,Jill Stein,1
CNN/SSRS,Probability Panel,Pennsylvania,789,lv,Chase Oliver,1
CNN/SSRS,Probability Panel,Wisconsin,976,lv,Kamala Harris,50
CNN/SSRS,Probability Panel,Wisconsin,976,lv,Donald Trump,44
CNN/SSRS,Probability Panel,Wisconsin,976,lv,Cornel West,0
CNN/SSRS,Probability Panel,Wisconsin,976,lv,Jill Stein,1
CNN/SSRS,Probability Panel,Wisconsin,976,lv,Chase Oliver,2
ActiVote,App Panel,Illinois,400,lv,Kamala Harris,57.8
ActiVote,App Panel,Illinois,400,lv,Donald Trump,42.2
ActiVote,App Panel,Tennessee,400,lv,Kamala Harris,36.9
ActiVote,App Panel,Tennessee,400,lv,Donald Trump,63.1
RMG Research,Online Panel,NA,2441,lv,Kamala Harris,51
RMG Research,Online Panel,NA,2441,lv,Donald Trump,48
East Carolina University Center for Survey Research,IVR/Text-to-Web,North Carolina,920,lv,Kamala Harris,46.9
East Carolina University Center for Survey Research,IVR/Text-to-Web,North Carolina,920,lv,Donald Trump,47.6
East Carolina University Center for Survey Research,IVR/Text-to-Web,North Carolina,920,lv,Chase Oliver,0.4
East Carolina University Center for Survey Research,IVR/Text-to-Web,North Carolina,920,lv,Jill Stein,0.4
East Carolina University Center for Survey Research,IVR/Text-to-Web,North Carolina,920,lv,Randall A. Terry,0.2
East Carolina University Center for Survey Research,IVR/Text-to-Web,North Carolina,920,lv,Cornel West,1
Glengariff Group,Live Phone,Michigan,600,lv,Kamala Harris,43.5
Glengariff Group,Live Phone,Michigan,600,lv,Donald Trump,44.7
Glengariff Group,Live Phone,Michigan,600,lv,Robert F. Kennedy,4.7
Glengariff Group,Live Phone,Michigan,600,lv,Jill Stein,1.3
Morning Consult,Online Panel,NA,4000,rv,Kamala Harris,48
Morning Consult,Online Panel,NA,4000,rv,Donald Trump,45
Morning Consult,Online Panel,NA,10673,lv,Kamala Harris,49
Morning Consult,Online Panel,NA,10673,lv,Donald Trump,46
Emerson College,IVR/Online Panel/Text-to-Web,Arizona,720,lv,Kamala Harris,47.5
Emerson College,IVR/Online Panel/Text-to-Web,Arizona,720,lv,Donald Trump,51.2
Emerson College,IVR/Online Panel/Text-to-Web,Michigan,800,lv,Kamala Harris,51.2
Emerson College,IVR/Online Panel/Text-to-Web,Michigan,800,lv,Donald Trump,47.6
Emerson College,IVR/Online Panel/Text-to-Web,Nevada,1168,lv,Kamala Harris,49.4
Emerson College,IVR/Online Panel/Text-to-Web,Nevada,1168,lv,Donald Trump,48.8
Emerson College,IVR/Online Panel/Text-to-Web,Pennsylvania,950,lv,Kamala Harris,49.4
Emerson College,IVR/Online Panel/Text-to-Web,Pennsylvania,950,lv,Donald Trump,49.4
Emerson College,IVR/Online Panel/Text-to-Web,Wisconsin,850,lv,Kamala Harris,49.1
Emerson College,IVR/Online Panel/Text-to-Web,Wisconsin,850,lv,Donald Trump,49.8
Emerson College,IVR/Online Panel/Text-to-Web,North Carolina,775,lv,Kamala Harris,49
Emerson College,IVR/Online Panel/Text-to-Web,North Carolina,775,lv,Donald Trump,49.9
Emerson College,IVR/Online Panel/Text-to-Web,Georgia,800,lv,Kamala Harris,50.1
Emerson College,IVR/Online Panel/Text-to-Web,Georgia,800,lv,Donald Trump,49
Suffolk University,Live Phone,NA,1000,lv,Kamala Harris,47.6
Suffolk University,Live Phone,NA,1000,lv,Donald Trump,43.3
Suffolk University,Live Phone,NA,1000,lv,Cornel West,1.5
Suffolk University,Live Phone,NA,1000,lv,Jill Stein,1.2
Suffolk University,Live Phone,NA,1000,lv,Chase Oliver,0.7
Redfield & Wilton Strategies,Online Panel,North Carolina,812,lv,Kamala Harris,44
Redfield & Wilton Strategies,Online Panel,North Carolina,812,lv,Donald Trump,45
Redfield & Wilton Strategies,Online Panel,North Carolina,812,lv,Chase Oliver,1
Redfield & Wilton Strategies,Online Panel,North Carolina,812,lv,Jill Stein,1
Redfield & Wilton Strategies,Online Panel,Arizona,530,lv,Kamala Harris,45
Redfield & Wilton Strategies,Online Panel,Arizona,530,lv,Donald Trump,46
Redfield & Wilton Strategies,Online Panel,Arizona,530,lv,Chase Oliver,1
Redfield & Wilton Strategies,Online Panel,Arizona,530,lv,Jill Stein,1
Redfield & Wilton Strategies,Online Panel,Florida,850,lv,Kamala Harris,43
Redfield & Wilton Strategies,Online Panel,Florida,850,lv,Donald Trump,48
Redfield & Wilton Strategies,Online Panel,Florida,850,lv,Chase Oliver,1
Redfield & Wilton Strategies,Online Panel,Florida,850,lv,Jill Stein,0
Redfield & Wilton Strategies,Online Panel,Georgia,699,lv,Kamala Harris,42
Redfield & Wilton Strategies,Online Panel,Georgia,699,lv,Donald Trump,44
Redfield & Wilton Strategies,Online Panel,Georgia,699,lv,Chase Oliver,0
Redfield & Wilton Strategies,Online Panel,Georgia,699,lv,Jill Stein,1
Redfield & Wilton Strategies,Online Panel,Michigan,761,lv,Kamala Harris,47
Redfield & Wilton Strategies,Online Panel,Michigan,761,lv,Donald Trump,44
Redfield & Wilton Strategies,Online Panel,Michigan,761,lv,Chase Oliver,1
Redfield & Wilton Strategies,Online Panel,Michigan,761,lv,Jill Stein,1
Redfield & Wilton Strategies,Online Panel,Minnesota,426,lv,Kamala Harris,51
Redfield & Wilton Strategies,Online Panel,Minnesota,426,lv,Donald Trump,42
Redfield & Wilton Strategies,Online Panel,Minnesota,426,lv,Chase Oliver,1
Redfield & Wilton Strategies,Online Panel,Minnesota,426,lv,Jill Stein,0
Redfield & Wilton Strategies,Online Panel,Nevada,490,lv,Kamala Harris,47
Redfield & Wilton Strategies,Online Panel,Nevada,490,lv,Donald Trump,47
Redfield & Wilton Strategies,Online Panel,Nevada,490,lv,Chase Oliver,0
Redfield & Wilton Strategies,Online Panel,Nevada,490,lv,Jill Stein,1
Redfield & Wilton Strategies,Online Panel,New Mexico,488,lv,Kamala Harris,47
Redfield & Wilton Strategies,Online Panel,New Mexico,488,lv,Donald Trump,40
Redfield & Wilton Strategies,Online Panel,New Mexico,488,lv,Chase Oliver,0
Redfield & Wilton Strategies,Online Panel,New Mexico,488,lv,Jill Stein,0
Redfield & Wilton Strategies,Online Panel,Pennsylvania,1071,lv,Kamala Harris,46
Redfield & Wilton Strategies,Online Panel,Pennsylvania,1071,lv,Donald Trump,45
Redfield & Wilton Strategies,Online Panel,Pennsylvania,1071,lv,Chase Oliver,0
Redfield & Wilton Strategies,Online Panel,Pennsylvania,1071,lv,Jill Stein,1
Redfield & Wilton Strategies,Online Panel,Wisconsin,672,lv,Kamala Harris,48
Redfield & Wilton Strategies,Online Panel,Wisconsin,672,lv,Donald Trump,44
Redfield & Wilton Strategies,Online Panel,Wisconsin,672,lv,Chase Oliver,0
Redfield & Wilton Strategies,Online Panel,Wisconsin,672,lv,Jill Stein,0
"Fabrizio, Lee & Associates/GBAO",Live Phone/Text-to-Web,NA,1500,rv,Kamala Harris,47
"Fabrizio, Lee & Associates/GBAO",Live Phone/Text-to-Web,NA,1500,rv,Donald Trump,45
"Fabrizio, Lee & Associates/GBAO",Live Phone/Text-to-Web,NA,1500,rv,Cornel West,1
"Fabrizio, Lee & Associates/GBAO",Live Phone/Text-to-Web,NA,1500,rv,Jill Stein,1
"Fabrizio, Lee & Associates/GBAO",Live Phone/Text-to-Web,NA,1500,rv,Chase Oliver,1
"Fabrizio, Lee & Associates/GBAO",Live Phone/Text-to-Web,NA,1500,rv,Kamala Harris,48
"Fabrizio, Lee & Associates/GBAO",Live Phone/Text-to-Web,NA,1500,rv,Donald Trump,47
Big Village,Online Panel,NA,2020,a,Kamala Harris,42.2
Big Village,Online Panel,NA,2020,a,Donald Trump,37
Big Village,Online Panel,NA,2020,a,Robert F. Kennedy,5
Big Village,Online Panel,NA,2020,a,Cornel West,1
Big Village,Online Panel,NA,2020,a,Jill Stein,0.7
Big Village,Online Panel,NA,1681,rv,Kamala Harris,45.3
Big Village,Online Panel,NA,1681,rv,Donald Trump,40.4
Big Village,Online Panel,NA,1681,rv,Robert F. Kennedy,4.8
Big Village,Online Panel,NA,1681,rv,Cornel West,0.8
Big Village,Online Panel,NA,1681,rv,Jill Stein,0.7
Big Village,Online Panel,NA,1511,lv,Kamala Harris,47.9
Big Village,Online Panel,NA,1511,lv,Donald Trump,41.3
Big Village,Online Panel,NA,1511,lv,Robert F. Kennedy,4.5
Big Village,Online Panel,NA,1511,lv,Cornel West,0.7
Big Village,Online Panel,NA,1511,lv,Jill Stein,0.7
Big Village,Online Panel,NA,2020,a,Kamala Harris,45.1
Big Village,Online Panel,NA,2020,a,Donald Trump,39.4
Big Village,Online Panel,NA,1681,rv,Kamala Harris,48.4
Big Village,Online Panel,NA,1681,rv,Donald Trump,42.4
Big Village,Online Panel,NA,1511,lv,Kamala Harris,50.4
Big Village,Online Panel,NA,1511,lv,Donald Trump,43.2
Clarity Campaign Labs,Online Panel,NA,1238,lv,Kamala Harris,51
Clarity Campaign Labs,Online Panel,NA,1238,lv,Donald Trump,45
Clarity Campaign Labs,Online Panel,NA,1238,lv,Kamala Harris,57
Clarity Campaign Labs,Online Panel,NA,1238,lv,JD Vance,39
Ipsos,Probability Panel,NA,3562,rv,Kamala Harris,44
Ipsos,Probability Panel,NA,3562,rv,Donald Trump,40
Ipsos,Probability Panel,NA,3562,rv,Robert F. Kennedy,6
Ipsos,Probability Panel,NA,3562,rv,Chase Oliver,1
Ipsos,Probability Panel,NA,3562,rv,Jill Stein,1
Ipsos,Probability Panel,NA,3562,rv,Cornel West,0
Ipsos,Probability Panel,NA,4253,a,Kamala Harris,41
Ipsos,Probability Panel,NA,4253,a,Donald Trump,38
Ipsos,Probability Panel,NA,3562,rv,Kamala Harris,45
Ipsos,Probability Panel,NA,3562,rv,Donald Trump,41
Ipsos,Probability Panel,NA,4253,a,Kamala Harris,40
Ipsos,Probability Panel,NA,4253,a,Donald Trump,36
Ipsos,Probability Panel,NA,4253,a,Chase Oliver,1
Ipsos,Probability Panel,NA,4253,a,Jill Stein,1
Ipsos,Probability Panel,NA,4253,a,Robert F. Kennedy,6
Ipsos,Probability Panel,NA,4253,a,Cornel West,1
ActiVote,App Panel,Michigan,400,lv,Kamala Harris,50.1
ActiVote,App Panel,Michigan,400,lv,Donald Trump,49.9
SoCal Strategies,Online Panel,North Carolina,612,lv,Kamala Harris,46
SoCal Strategies,Online Panel,North Carolina,612,lv,Donald Trump,50
Quantus Polls and News,Online Panel,NA,1094,lv,Kamala Harris,49
Quantus Polls and News,Online Panel,NA,1094,lv,Donald Trump,47
YouGov,Online Panel,NA,1368,rv,Kamala Harris,47
YouGov,Online Panel,NA,1368,rv,Donald Trump,45
YouGov,Online Panel,NA,1368,rv,Jill Stein,1
YouGov,Online Panel,NA,1368,rv,Cornel West,0
Morning Consult,Online Panel,NA,4000,rv,Kamala Harris,48
Morning Consult,Online Panel,NA,4000,rv,Donald Trump,44
Morning Consult,Online Panel,NA,7148,lv,Kamala Harris,49
Morning Consult,Online Panel,NA,7148,lv,Donald Trump,45
Quinnipiac University,Live Phone,NA,1611,lv,Kamala Harris,49
Quinnipiac University,Live Phone,NA,1611,lv,Donald Trump,47
Quinnipiac University,Live Phone,NA,1611,lv,Jill Stein,1
Quinnipiac University,Live Phone,NA,1611,lv,Chase Oliver,1
Quinnipiac University,Live Phone,NA,1611,lv,Kamala Harris,49
Quinnipiac University,Live Phone,NA,1611,lv,Donald Trump,48
Morning Consult,Online Panel,Arizona,805,rv,Kamala Harris,49
Morning Consult,Online Panel,Arizona,805,rv,Donald Trump,47
Morning Consult,Online Panel,Arizona,805,rv,Jill Stein,0
Morning Consult,Online Panel,Arizona,805,rv,Chase Oliver,2
Morning Consult,Online Panel,Arizona,805,rv,Kamala Harris,48
Morning Consult,Online Panel,Arizona,805,rv,Donald Trump,48
Morning Consult,Online Panel,Arizona,776,lv,Kamala Harris,49
Morning Consult,Online Panel,Arizona,776,lv,Donald Trump,47
Morning Consult,Online Panel,Arizona,776,lv,Jill Stein,0
Morning Consult,Online Panel,Arizona,776,lv,Chase Oliver,2
Morning Consult,Online Panel,Arizona,776,lv,Kamala Harris,48
Morning Consult,Online Panel,Arizona,776,lv,Donald Trump,48
Ipsos,Probability Panel,NA,2496,a,Kamala Harris,50
Ipsos,Probability Panel,NA,2496,a,Donald Trump,46
Ipsos,Probability Panel,NA,NA,rv,Kamala Harris,50
Ipsos,Probability Panel,NA,NA,rv,Donald Trump,46
Ipsos,Probability Panel,NA,NA,lv,Kamala Harris,52
Ipsos,Probability Panel,NA,NA,lv,Donald Trump,46
Ipsos,Probability Panel,NA,2496,a,Kamala Harris,49
Ipsos,Probability Panel,NA,2496,a,Donald Trump,45
Ipsos,Probability Panel,NA,2496,a,Cornel West,2
Ipsos,Probability Panel,NA,2496,a,Jill Stein,1
Ipsos,Probability Panel,NA,2496,a,Chase Oliver,1
Ipsos,Probability Panel,NA,NA,rv,Kamala Harris,50
Ipsos,Probability Panel,NA,NA,rv,Donald Trump,45
Ipsos,Probability Panel,NA,NA,rv,Cornel West,1
Ipsos,Probability Panel,NA,NA,rv,Jill Stein,1
Ipsos,Probability Panel,NA,NA,rv,Chase Oliver,1
SurveyUSA,IVR/Online Panel/Text-to-Web,Nebraska,1293,rv,Kamala Harris,37
SurveyUSA,IVR/Online Panel/Text-to-Web,Nebraska,1293,rv,Donald Trump,54
SurveyUSA,IVR/Online Panel/Text-to-Web,Nebraska CD-2,507,rv,Kamala Harris,47
SurveyUSA,IVR/Online Panel/Text-to-Web,Nebraska CD-2,507,rv,Donald Trump,42
Research America,IVR,West Virginia,400,rv,Kamala Harris,34
Research America,IVR,West Virginia,400,rv,Donald Trump,61
Morning Consult,Online Panel,NA,4000,rv,Kamala Harris,48
Morning Consult,Online Panel,NA,4000,rv,Donald Trump,44
Morning Consult,Online Panel,NA,7119,lv,Kamala Harris,50
Morning Consult,Online Panel,NA,7119,lv,Donald Trump,45
Beacon Research/Shaw & Company Research,Live Phone/Text-to-Web,Arizona,1014,rv,Kamala Harris,48
Beacon Research/Shaw & Company Research,Live Phone/Text-to-Web,Arizona,1014,rv,Donald Trump,47
Beacon Research/Shaw & Company Research,Live Phone/Text-to-Web,Arizona,1014,rv,Jill Stein,1
Beacon Research/Shaw & Company Research,Live Phone/Text-to-Web,Arizona,1014,rv,Chase Oliver,2
Beacon Research/Shaw & Company Research,Live Phone/Text-to-Web,Arizona,1014,rv,Cornel West,1
Beacon Research/Shaw & Company Research,Live Phone/Text-to-Web,Arizona,1014,rv,Kamala Harris,50
Beacon Research/Shaw & Company Research,Live Phone/Text-to-Web,Arizona,1014,rv,Donald Trump,49
Beacon Research/Shaw & Company Research,Live Phone/Text-to-Web,Georgia,1014,rv,Kamala Harris,48
Beacon Research/Shaw & Company Research,Live Phone/Text-to-Web,Georgia,1014,rv,Donald Trump,46
Beacon Research/Shaw & Company Research,Live Phone/Text-to-Web,Georgia,1014,rv,Cornel West,1
Beacon Research/Shaw & Company Research,Live Phone/Text-to-Web,Georgia,1014,rv,Jill Stein,2
Beacon Research/Shaw & Company Research,Live Phone/Text-to-Web,Georgia,1014,rv,Chase Oliver,2
Beacon Research/Shaw & Company Research,Live Phone/Text-to-Web,Georgia,1014,rv,Kamala Harris,50
Beacon Research/Shaw & Company Research,Live Phone/Text-to-Web,Georgia,1014,rv,Donald Trump,48
Beacon Research/Shaw & Company Research,Live Phone/Text-to-Web,Nevada,1026,rv,Kamala Harris,48
Beacon Research/Shaw & Company Research,Live Phone/Text-to-Web,Nevada,1026,rv,Donald Trump,46
Beacon Research/Shaw & Company Research,Live Phone/Text-to-Web,Nevada,1026,rv,Jill Stein,1
Beacon Research/Shaw & Company Research,Live Phone/Text-to-Web,Nevada,1026,rv,Chase Oliver,1
Beacon Research/Shaw & Company Research,Live Phone/Text-to-Web,Nevada,1026,rv,Cornel West,2
Beacon Research/Shaw & Company Research,Live Phone/Text-to-Web,Nevada,1026,rv,Kamala Harris,50
Beacon Research/Shaw & Company Research,Live Phone/Text-to-Web,Nevada,1026,rv,Donald Trump,48
Beacon Research/Shaw & Company Research,Live Phone/Text-to-Web,North Carolina,999,rv,Kamala Harris,47
Beacon Research/Shaw & Company Research,Live Phone/Text-to-Web,North Carolina,999,rv,Donald Trump,48
Beacon Research/Shaw & Company Research,Live Phone/Text-to-Web,North Carolina,999,rv,Cornel West,2
Beacon Research/Shaw & Company Research,Live Phone/Text-to-Web,North Carolina,999,rv,Jill Stein,1
Beacon Research/Shaw & Company Research,Live Phone/Text-to-Web,North Carolina,999,rv,Chase Oliver,1
Beacon Research/Shaw & Company Research,Live Phone/Text-to-Web,North Carolina,999,rv,Kamala Harris,49
Beacon Research/Shaw & Company Research,Live Phone/Text-to-Web,North Carolina,999,rv,Donald Trump,50
Morning Consult,Online Panel,Georgia,801,rv,Kamala Harris,47
Morning Consult,Online Panel,Georgia,801,rv,Donald Trump,46
Morning Consult,Online Panel,Georgia,801,rv,Jill Stein,1
Morning Consult,Online Panel,Georgia,801,rv,Chase Oliver,4
Morning Consult,Online Panel,Georgia,801,rv,Kamala Harris,49
Morning Consult,Online Panel,Georgia,801,rv,Donald Trump,47
Morning Consult,Online Panel,Georgia,737,lv,Kamala Harris,48
Morning Consult,Online Panel,Georgia,737,lv,Donald Trump,46
Morning Consult,Online Panel,Georgia,737,lv,Jill Stein,1
Morning Consult,Online Panel,Georgia,737,lv,Chase Oliver,3
Morning Consult,Online Panel,Georgia,737,lv,Kamala Harris,50
Morning Consult,Online Panel,Georgia,737,lv,Donald Trump,47
Morning Consult,Online Panel,Michigan,702,rv,Kamala Harris,48
Morning Consult,Online Panel,Michigan,702,rv,Donald Trump,46
Morning Consult,Online Panel,Michigan,702,rv,Jill Stein,1
Morning Consult,Online Panel,Michigan,702,rv,Chase Oliver,2
Morning Consult,Online Panel,Michigan,702,rv,Kamala Harris,49
Morning Consult,Online Panel,Michigan,702,rv,Donald Trump,46
Morning Consult,Online Panel,Michigan,651,lv,Kamala Harris,49
Morning Consult,Online Panel,Michigan,651,lv,Donald Trump,47
Morning Consult,Online Panel,Michigan,651,lv,Jill Stein,0
Morning Consult,Online Panel,Michigan,651,lv,Chase Oliver,2
Morning Consult,Online Panel,Michigan,651,lv,Kamala Harris,49
Morning Consult,Online Panel,Michigan,651,lv,Donald Trump,47
Morning Consult,Online Panel,Nevada,450,rv,Kamala Harris,48
Morning Consult,Online Panel,Nevada,450,rv,Donald Trump,45
Morning Consult,Online Panel,Nevada,450,rv,Jill Stein,2
Morning Consult,Online Panel,Nevada,450,rv,Chase Oliver,4
Morning Consult,Online Panel,Nevada,450,rv,Kamala Harris,49
Morning Consult,Online Panel,Nevada,450,rv,Donald Trump,45
Morning Consult,Online Panel,Nevada,416,lv,Kamala Harris,48
Morning Consult,Online Panel,Nevada,416,lv,Donald Trump,46
Morning Consult,Online Panel,Nevada,416,lv,Jill Stein,2
Morning Consult,Online Panel,Nevada,416,lv,Chase Oliver,3
Morning Consult,Online Panel,Nevada,416,lv,Kamala Harris,50
Morning Consult,Online Panel,Nevada,416,lv,Donald Trump,46
Morning Consult,Online Panel,North Carolina,700,rv,Kamala Harris,48
Morning Consult,Online Panel,North Carolina,700,rv,Donald Trump,47
Morning Consult,Online Panel,North Carolina,700,rv,Jill Stein,1
Morning Consult,Online Panel,North Carolina,700,rv,Chase Oliver,2
Morning Consult,Online Panel,North Carolina,700,rv,Kamala Harris,49
Morning Consult,Online Panel,North Carolina,700,rv,Donald Trump,47
Morning Consult,Online Panel,North Carolina,645,lv,Kamala Harris,48
Morning Consult,Online Panel,North Carolina,645,lv,Donald Trump,48
Morning Consult,Online Panel,North Carolina,645,lv,Jill Stein,1
Morning Consult,Online Panel,North Carolina,645,lv,Chase Oliver,2
Morning Consult,Online Panel,North Carolina,645,lv,Kamala Harris,49
Morning Consult,Online Panel,North Carolina,645,lv,Donald Trump,49
Morning Consult,Online Panel,Pennsylvania,803,rv,Kamala Harris,51
Morning Consult,Online Panel,Pennsylvania,803,rv,Donald Trump,45
Morning Consult,Online Panel,Pennsylvania,803,rv,Jill Stein,1
Morning Consult,Online Panel,Pennsylvania,803,rv,Chase Oliver,2
Morning Consult,Online Panel,Pennsylvania,803,rv,Kamala Harris,51
Morning Consult,Online Panel,Pennsylvania,803,rv,Donald Trump,47
Morning Consult,Online Panel,Pennsylvania,758,lv,Kamala Harris,51
Morning Consult,Online Panel,Pennsylvania,758,lv,Donald Trump,46
Morning Consult,Online Panel,Pennsylvania,758,lv,Jill Stein,1
Morning Consult,Online Panel,Pennsylvania,758,lv,Chase Oliver,1
Morning Consult,Online Panel,Pennsylvania,758,lv,Kamala Harris,51
Morning Consult,Online Panel,Pennsylvania,758,lv,Donald Trump,48
Morning Consult,Online Panel,Wisconsin,701,rv,Kamala Harris,51
Morning Consult,Online Panel,Wisconsin,701,rv,Donald Trump,44
Morning Consult,Online Panel,Wisconsin,701,rv,Jill Stein,1
Morning Consult,Online Panel,Wisconsin,701,rv,Chase Oliver,1
Morning Consult,Online Panel,Wisconsin,701,rv,Kamala Harris,52
Morning Consult,Online Panel,Wisconsin,701,rv,Donald Trump,44
Morning Consult,Online Panel,Wisconsin,648,lv,Kamala Harris,52
Morning Consult,Online Panel,Wisconsin,648,lv,Donald Trump,44
Morning Consult,Online Panel,Wisconsin,648,lv,Jill Stein,1
Morning Consult,Online Panel,Wisconsin,648,lv,Chase Oliver,1
Morning Consult,Online Panel,Wisconsin,648,lv,Kamala Harris,53
Morning Consult,Online Panel,Wisconsin,648,lv,Donald Trump,44
EPIC-MRA,Live Phone,Michigan,600,lv,Kamala Harris,45
EPIC-MRA,Live Phone,Michigan,600,lv,Donald Trump,46
EPIC-MRA,Live Phone,Michigan,600,lv,Robert F. Kennedy,3
EPIC-MRA,Live Phone,Michigan,600,lv,Jill Stein,1
EPIC-MRA,Live Phone,Michigan,600,lv,Kamala Harris,46
EPIC-MRA,Live Phone,Michigan,600,lv,Donald Trump,47
Capitol Weekly,Online Panel/Text-to-Web,California,3154,lv,Kamala Harris,58
Capitol Weekly,Online Panel/Text-to-Web,California,3154,lv,Donald Trump,36
Capitol Weekly,Online Panel/Text-to-Web,California,3154,lv,Robert F. Kennedy,4
Capitol Weekly,Online Panel/Text-to-Web,California,3154,lv,Cornel West,0
Capitol Weekly,Online Panel/Text-to-Web,California,3154,lv,Jill Stein,2
Capitol Weekly,Online Panel/Text-to-Web,California,3154,lv,Claudia De La Cruz,2
Capitol Weekly,Online Panel/Text-to-Web,California,3154,lv,Joe Biden,52
Capitol Weekly,Online Panel/Text-to-Web,California,3154,lv,Donald Trump,35
Capitol Weekly,Online Panel/Text-to-Web,California,3154,lv,Robert F. Kennedy,4
Capitol Weekly,Online Panel/Text-to-Web,California,3154,lv,Cornel West,0
Capitol Weekly,Online Panel/Text-to-Web,California,3154,lv,Jill Stein,3
Capitol Weekly,Online Panel/Text-to-Web,California,3154,lv,Claudia De La Cruz,2
Z to A Research,NA,Michigan,500,lv,Kamala Harris,47
Z to A Research,NA,Michigan,500,lv,Donald Trump,47
Z to A Research,NA,Michigan,500,lv,Robert F. Kennedy,3
Z to A Research,NA,Michigan,500,lv,Chase Oliver,1
Z to A Research,NA,Michigan,500,lv,Jill Stein,1
